image_name,tome_lpips,ours_lpips,lpips_improvement_tome_minus_ours,tome_msssim,ours_msssim,msssim_improvement_ours_minus_tome,tome_quality_distance,ours_quality_distance,score_improvement_tome_minus_ours,ours_wins_lpips,ours_wins_msssim,ours_wins_both
class_0000_seed0_a_photo_of_a_tench.png,0.21568158268928528,0.21477922797203064,0.0009023547172546387,0.8162118792533875,0.8175373077392578,0.0013254284858703613,0.3994697034358978,0.3972419202327728,0.002227783203125,1,1,1
class_0000_seed1_a_photo_of_a_tench.png,0.3805988132953644,0.43149861693382263,-0.05089980363845825,0.6431947946548462,0.6133648753166199,-0.02982991933822632,0.7374040186405182,0.8181337416172028,-0.08072972297668457,0,0,0
class_0001_seed0_a_photo_of_a_goldfish.png,0.2713010013103485,0.2652815282344818,0.006019473075866699,0.7665741443634033,0.768193244934082,0.001619100570678711,0.5047268569469452,0.4970882833003998,0.00763857364654541,1,1,1
class_0001_seed1_a_photo_of_a_goldfish.png,0.13659998774528503,0.1372133195400238,-0.0006133317947387695,0.9096142053604126,0.9092659950256348,-0.00034821033477783203,0.22698578238487244,0.22794732451438904,-0.0009615421295166016,0,0,0
class_0002_seed0_a_photo_of_a_great_white_shark.png,0.43624672293663025,0.44086042046546936,-0.004613697528839111,0.5385646820068359,0.5398529171943665,0.0012882351875305176,0.8976820409297943,0.9010075032711029,-0.0033254623413085938,0,1,0
class_0002_seed1_a_photo_of_a_great_white_shark.png,0.5725990533828735,0.5734815001487732,-0.0008824467658996582,0.45350080728530884,0.4542003571987152,0.0006995499134063721,1.1190982460975647,1.119281142950058,-0.00018289685249328613,0,1,0
class_0003_seed0_a_photo_of_a_tiger_shark.png,0.5131665468215942,0.5159573554992676,-0.00279080867767334,0.5612916350364685,0.5639082789421082,0.0026166439056396484,0.9518749117851257,0.9520490765571594,-0.0001741647720336914,0,1,0
class_0003_seed1_a_photo_of_a_tiger_shark.png,0.39873018860816956,0.3995232582092285,-0.00079306960105896,0.6270966529846191,0.6263167262077332,-0.0007799267768859863,0.7716335356235504,0.7732065320014954,-0.0015729963779449463,0,0,0
class_0004_seed0_a_photo_of_a_hammerhead.png,0.7015767693519592,0.6905165314674377,0.011060237884521484,0.3882317543029785,0.39973706007003784,0.011505305767059326,1.3133450150489807,1.2907794713974,0.02256554365158081,1,1,1
class_0004_seed1_a_photo_of_a_hammerhead.png,0.7821570634841919,0.7847084999084473,-0.002551436424255371,0.4311552941799164,0.42028892040252686,-0.010866373777389526,1.3510017693042755,1.3644195795059204,-0.013417810201644897,0,0,0
class_0005_seed0_a_photo_of_a_electric_ray.png,0.3001536726951599,0.30965104699134827,-0.009497374296188354,0.7460947036743164,0.7350554466247559,-0.011039257049560547,0.5540589690208435,0.5745956003665924,-0.0205366313457489,0,0,0
class_0005_seed1_a_photo_of_a_electric_ray.png,0.11240541189908981,0.10878053307533264,0.0036248788237571716,0.9250137209892273,0.9242712259292603,-0.000742495059967041,0.18739169090986252,0.1845093071460724,0.0028823837637901306,1,0,0
class_0006_seed0_a_photo_of_a_stingray.png,0.33654168248176575,0.33320653438568115,0.0033351480960845947,0.7194087505340576,0.7277523875236511,0.008343636989593506,0.6171329319477081,0.60545414686203,0.0116787850856781,1,1,1
class_0006_seed1_a_photo_of_a_stingray.png,0.25277596712112427,0.25153207778930664,0.001243889331817627,0.7958090305328369,0.7977148294448853,0.0019057989120483398,0.45696693658828735,0.4538172483444214,0.003149688243865967,1,1,1
class_0007_seed0_a_photo_of_a_cock.png,0.5899258255958557,0.5932584404945374,-0.0033326148986816406,0.4781813621520996,0.47157883644104004,-0.00660252571105957,1.111744463443756,1.1216796040534973,-0.009935140609741211,0,0,0
class_0007_seed1_a_photo_of_a_cock.png,0.4676553010940552,0.4315398931503296,0.036115407943725586,0.5924248695373535,0.6334987878799438,0.04107391834259033,0.8752304315567017,0.7980411052703857,0.07718932628631592,1,1,1
class_0008_seed0_a_photo_of_a_hen.png,0.15825587511062622,0.15755438804626465,0.0007014870643615723,0.8750350475311279,0.8757909536361694,0.0007559061050415039,0.2832208275794983,0.2817634344100952,0.0014573931694030762,1,1,1
class_0008_seed1_a_photo_of_a_hen.png,0.38369220495224,0.38559970259666443,-0.0019074976444244385,0.6794482469558716,0.6799613833427429,0.0005131363868713379,0.7042439579963684,0.7056383192539215,-0.0013943612575531006,0,1,0
class_0009_seed0_a_photo_of_a_ostrich.png,0.3823922872543335,0.37033650279045105,0.012055784463882446,0.6737284064292908,0.6853945255279541,0.01166611909866333,0.7086638808250427,0.684941977262497,0.023721903562545776,1,1,1
class_0009_seed1_a_photo_of_a_ostrich.png,0.1905878186225891,0.17548160254955292,0.015106216073036194,0.8295785188674927,0.8530439138412476,0.023465394973754883,0.36100929975509644,0.32243768870830536,0.03857161104679108,1,1,1
class_0010_seed0_a_photo_of_a_brambling.png,0.17124316096305847,0.16928084194660187,0.001962319016456604,0.7678365111351013,0.7666881084442139,-0.0011484026908874512,0.40340664982795715,0.402592733502388,0.0008139163255691528,1,0,0
class_0010_seed1_a_photo_of_a_brambling.png,0.3730844557285309,0.3737037777900696,-0.0006193220615386963,0.661940336227417,0.6614999771118164,-0.00044035911560058594,0.7111441195011139,0.7122038006782532,-0.0010596811771392822,0,0,0
class_0011_seed0_a_photo_of_a_goldfinch.png,0.12401233613491058,0.12536458671092987,-0.0013522505760192871,0.8967223167419434,0.8984775543212891,0.0017552375793457031,0.22729001939296722,0.2268870323896408,0.000402987003326416,0,1,0
class_0011_seed1_a_photo_of_a_goldfinch.png,0.241109699010849,0.2412908375263214,-0.0001811385154724121,0.7409859895706177,0.7407690286636353,-0.00021696090698242188,0.5001237094402313,0.5005218088626862,-0.000398099422454834,0,0,0
class_0012_seed0_a_photo_of_a_house_finch.png,0.3693433701992035,0.32288748025894165,0.04645588994026184,0.5993680953979492,0.6334680318832397,0.03409993648529053,0.7699752748012543,0.6894194483757019,0.08055582642555237,1,1,1
class_0012_seed1_a_photo_of_a_house_finch.png,0.29728296399116516,0.2994280457496643,-0.0021450817584991455,0.6312662363052368,0.6290554404258728,-0.0022107958793640137,0.6660167276859283,0.6703726053237915,-0.004355877637863159,0,0,0
class_0013_seed0_a_photo_of_a_junco.png,0.17188525199890137,0.17440488934516907,-0.0025196373462677,0.8039595484733582,0.8005913496017456,-0.003368198871612549,0.3679257035255432,0.37381353974342346,-0.005887836217880249,0,0,0
class_0013_seed1_a_photo_of_a_junco.png,0.09001587331295013,0.09173273295164108,-0.0017168596386909485,0.8979098796844482,0.8968406915664673,-0.001069188117980957,0.1921059936285019,0.1948920413851738,-0.0027860477566719055,0,0,0
class_0014_seed0_a_photo_of_a_indigo_bunting.png,0.6959631443023682,0.6989462971687317,-0.0029831528663635254,0.4417383670806885,0.43976593017578125,-0.0019724369049072266,1.2542247772216797,1.2591803669929504,-0.004955589771270752,0,0,0
class_0014_seed1_a_photo_of_a_indigo_bunting.png,0.2941145896911621,0.3373621702194214,-0.04324758052825928,0.7418796420097351,0.681976318359375,-0.05990332365036011,0.552234947681427,0.6553858518600464,-0.10315090417861938,0,0,0
class_0015_seed0_a_photo_of_a_robin.png,0.3243982791900635,0.32691022753715515,-0.002511948347091675,0.7060985565185547,0.6989273428916931,-0.007171213626861572,0.6182997226715088,0.627982884645462,-0.009683161973953247,0,0,0
class_0015_seed1_a_photo_of_a_robin.png,0.16815106570720673,0.17166604101657867,-0.0035149753093719482,0.8368110656738281,0.8341414332389832,-0.0026696324348449707,0.3313400000333786,0.3375246077775955,-0.006184607744216919,0,0,0
class_0016_seed0_a_photo_of_a_bulbul.png,0.3112490773200989,0.30672135949134827,0.00452771782875061,0.7229508757591248,0.722991943359375,4.106760025024414e-05,0.5882982015609741,0.5837294161319733,0.0045687854290008545,1,1,1
class_0016_seed1_a_photo_of_a_bulbul.png,0.34464511275291443,0.34587362408638,-0.0012285113334655762,0.6658405065536499,0.6653295755386353,-0.0005109310150146484,0.6788046061992645,0.6805440485477448,-0.0017394423484802246,0,0,0
class_0017_seed0_a_photo_of_a_jay.png,0.4316311180591583,0.433285653591156,-0.0016545355319976807,0.59569251537323,0.5904842615127563,-0.005208253860473633,0.8359386026859283,0.8428013920783997,-0.0068627893924713135,0,0,0
class_0017_seed1_a_photo_of_a_jay.png,0.39863190054893494,0.40114614367485046,-0.0025142431259155273,0.5911318063735962,0.591031551361084,-0.00010025501251220703,0.8075000941753387,0.8101145923137665,-0.0026144981384277344,0,0,0
class_0018_seed0_a_photo_of_a_magpie.png,0.5604434013366699,0.5643805265426636,-0.003937125205993652,0.46583840250968933,0.4674493670463562,0.0016109645366668701,1.0946049988269806,1.0969311594963074,-0.0023261606693267822,0,1,0
class_0018_seed1_a_photo_of_a_magpie.png,0.22743713855743408,0.2277039736509323,-0.00026683509349823,0.8109955787658691,0.8096156120300293,-0.0013799667358398438,0.41644155979156494,0.418088361620903,-0.0016468018293380737,0,0,0
class_0019_seed0_a_photo_of_a_chickadee.png,0.25318628549575806,0.25398024916648865,-0.0007939636707305908,0.7648536562919617,0.7610859274864197,-0.003767728805541992,0.4883326292037964,0.49289432168006897,-0.004561692476272583,0,0,0
class_0019_seed1_a_photo_of_a_chickadee.png,0.27303457260131836,0.27303439378738403,1.7881393432617188e-07,0.767678439617157,0.7670588493347168,-0.0006195902824401855,0.5053561329841614,0.5059755444526672,-0.0006194114685058594,1,0,0
class_0020_seed0_a_photo_of_a_water_ouzel.png,0.4976379871368408,0.4747925400733948,0.022845447063446045,0.6281207799911499,0.6341390013694763,0.006018221378326416,0.8695172071456909,0.8406535387039185,0.02886366844177246,1,1,1
class_0020_seed1_a_photo_of_a_water_ouzel.png,0.32165852189064026,0.3205668330192566,0.001091688871383667,0.6613715887069702,0.6625315546989441,0.001159965991973877,0.66028693318367,0.6580352783203125,0.002251654863357544,1,1,1
class_0021_seed0_a_photo_of_a_kite.png,0.2655477225780487,0.26627737283706665,-0.0007296502590179443,0.8592814803123474,0.8572754263877869,-0.002006053924560547,0.4062662422657013,0.4090019464492798,-0.002735704183578491,0,0,0
class_0021_seed1_a_photo_of_a_kite.png,0.859508752822876,0.8639543056488037,-0.004445552825927734,0.5101016163825989,0.5098984241485596,-0.00020319223403930664,1.349407136440277,1.3540558815002441,-0.004648745059967041,0,0,0
class_0022_seed0_a_photo_of_a_bald_eagle.png,0.3070981800556183,0.30412524938583374,0.002972930669784546,0.6813027858734131,0.6823514699935913,0.0010486841201782227,0.6257953941822052,0.6217737793922424,0.0040216147899627686,1,1,1
class_0022_seed1_a_photo_of_a_bald_eagle.png,0.33334991335868835,0.34314781427383423,-0.009797900915145874,0.7249202132225037,0.7167950868606567,-0.008125126361846924,0.6084297001361847,0.6263527274131775,-0.017923027276992798,0,0,0
class_0023_seed0_a_photo_of_a_vulture.png,0.1663319170475006,0.18985429406166077,-0.023522377014160156,0.8784767389297485,0.8709133863449097,-0.007563352584838867,0.2878551781177521,0.3189409077167511,-0.031085729598999023,0,0,0
class_0023_seed1_a_photo_of_a_vulture.png,0.658166229724884,0.6644572615623474,-0.006291031837463379,0.4054151773452759,0.39720189571380615,-0.008213281631469727,1.2527510523796082,1.2672553658485413,-0.014504313468933105,0,0,0
class_0024_seed0_a_photo_of_a_great_grey_owl.png,0.17961549758911133,0.17713898420333862,0.002476513385772705,0.772083044052124,0.7708567976951599,-0.0012262463569641113,0.4075324535369873,0.4062821865081787,0.0012502670288085938,1,0,0
class_0024_seed1_a_photo_of_a_great_grey_owl.png,0.08396314084529877,0.07993023097515106,0.004032909870147705,0.9256331920623779,0.9263333082199097,0.0007001161575317383,0.15832994878292084,0.1535969227552414,0.004733026027679443,1,1,1
class_0025_seed0_a_photo_of_a_European_fire_salamander.png,0.44538170099258423,0.4463076889514923,-0.0009259879589080811,0.5714044570922852,0.5782618522644043,0.006857395172119141,0.8739772439002991,0.868045836687088,0.00593140721321106,0,1,0
class_0025_seed1_a_photo_of_a_European_fire_salamander.png,0.2274228036403656,0.22654913365840912,0.0008736699819564819,0.8061091303825378,0.8079497218132019,0.0018405914306640625,0.42131367325782776,0.4185994118452072,0.0027142614126205444,1,1,1
class_0026_seed0_a_photo_of_a_common_newt.png,0.5020487904548645,0.4894900619983673,0.012558728456497192,0.5348171591758728,0.5389355421066284,0.004118382930755615,0.9672316312789917,0.9505545198917389,0.016677111387252808,1,1,1
class_0026_seed1_a_photo_of_a_common_newt.png,0.6213585734367371,0.6183441281318665,0.0030144453048706055,0.4263485074043274,0.4219672381877899,-0.004381269216537476,1.1950100660324097,1.1963768899440765,-0.0013668239116668701,1,0,0
class_0027_seed0_a_photo_of_a_eft.png,0.5760716199874878,0.6088207364082336,-0.03274911642074585,0.5012613534927368,0.4848610758781433,-0.016400277614593506,1.074810266494751,1.1239596605300903,-0.049149394035339355,0,0,0
class_0027_seed1_a_photo_of_a_eft.png,0.23057600855827332,0.21188746392726898,0.018688544631004333,0.8144069910049438,0.8261932730674744,0.011786282062530518,0.41616901755332947,0.3856941908597946,0.03047482669353485,1,1,1
class_0028_seed0_a_photo_of_a_spotted_salamander.png,0.8191231489181519,0.8185797333717346,0.0005434155464172363,0.3026273250579834,0.3059360384941101,0.003308713436126709,1.5164958238601685,1.5126436948776245,0.0038521289825439453,1,1,1
class_0028_seed1_a_photo_of_a_spotted_salamander.png,0.4286154806613922,0.42079076170921326,0.007824718952178955,0.6362329721450806,0.6411254405975342,0.004892468452453613,0.7923825085163116,0.7796653211116791,0.012717187404632568,1,1,1
class_0029_seed0_a_photo_of_a_axolotl.png,0.38039183616638184,0.38228580355644226,-0.0018939673900604248,0.6748963594436646,0.6733665466308594,-0.0015298128128051758,0.7054954767227173,0.7089192569255829,-0.0034237802028656006,0,0,0
class_0029_seed1_a_photo_of_a_axolotl.png,0.638386607170105,0.6207396388053894,0.017646968364715576,0.5370540618896484,0.5384194254875183,0.001365363597869873,1.1013325452804565,1.082320213317871,0.01901233196258545,1,1,1
class_0030_seed0_a_photo_of_a_bullfrog.png,0.22490040957927704,0.2239673137664795,0.0009330958127975464,0.7814883589744568,0.7853733897209167,0.003885030746459961,0.44341205060482025,0.43859392404556274,0.004818126559257507,1,1,1
class_0030_seed1_a_photo_of_a_bullfrog.png,0.42291128635406494,0.4082447290420532,0.014666557312011719,0.584638237953186,0.5797023177146912,-0.004935920238494873,0.8382730484008789,0.8285424113273621,0.009730637073516846,1,0,0
class_0031_seed0_a_photo_of_a_tree_frog.png,0.211435005068779,0.2161119133234024,-0.004676908254623413,0.7571543455123901,0.7510627508163452,-0.006091594696044922,0.45428065955638885,0.4650491625070572,-0.010768502950668335,0,0,0
class_0031_seed1_a_photo_of_a_tree_frog.png,0.26861506700515747,0.2751977741718292,-0.006582707166671753,0.7379793524742126,0.7325904369354248,-0.005388915538787842,0.5306357145309448,0.5426073372364044,-0.011971622705459595,0,0,0
class_0032_seed0_a_photo_of_a_tailed_frog.png,0.2018536627292633,0.19144180417060852,0.010411858558654785,0.7866217494010925,0.7917194366455078,0.005097687244415283,0.4152319133281708,0.3997223675251007,0.015509545803070068,1,1,1
class_0032_seed1_a_photo_of_a_tailed_frog.png,0.2368563562631607,0.23272380232810974,0.004132553935050964,0.8033157587051392,0.8047651052474976,0.0014493465423583984,0.43354059755802155,0.4279586970806122,0.005581900477409363,1,1,1
class_0033_seed0_a_photo_of_a_loggerhead.png,0.6487417221069336,0.658846914768219,-0.0101051926612854,0.33324724435806274,0.32235366106033325,-0.010893583297729492,1.3154944777488708,1.3364932537078857,-0.020998775959014893,0,0,0
