image_name,tome_lpips,ours_lpips,lpips_improvement_tome_minus_ours,tome_msssim,ours_msssim,msssim_improvement_ours_minus_tome,tome_quality_distance,ours_quality_distance,score_improvement_tome_minus_ours,ours_wins_lpips,ours_wins_msssim,ours_wins_both
class_0033_seed1_a_photo_of_a_loggerhead.png,0.2854088842868805,0.28810203075408936,-0.0026931464672088623,0.804652214050293,0.7990832328796387,-0.005568981170654297,0.4807566702365875,0.4890187978744507,-0.00826212763786316,0,0,0
class_0034_seed0_a_photo_of_a_leatherback_turtle.png,0.26521486043930054,0.2669576406478882,-0.0017427802085876465,0.7513124346733093,0.7303357124328613,-0.020976722240447998,0.5139024257659912,0.5366219282150269,-0.022719502449035645,0,0,0
class_0034_seed1_a_photo_of_a_leatherback_turtle.png,0.37052783370018005,0.3658756613731384,0.004652172327041626,0.6718222498893738,0.6749435663223267,0.003121316432952881,0.6987055838108063,0.6909320950508118,0.007773488759994507,1,1,1
class_0035_seed0_a_photo_of_a_mud_turtle.png,0.37147510051727295,0.37321239709854126,-0.0017372965812683105,0.6010057926177979,0.5963912606239319,-0.004614531993865967,0.7704693078994751,0.7768211364746094,-0.006351828575134277,0,0,0
class_0035_seed1_a_photo_of_a_mud_turtle.png,0.29331478476524353,0.2847609221935272,0.008553862571716309,0.8157133460044861,0.8208149671554565,0.005101621150970459,0.47760143876075745,0.4639459550380707,0.013655483722686768,1,1,1
class_0036_seed0_a_photo_of_a_terrapin.png,0.3073030710220337,0.27999740839004517,0.027305662631988525,0.7660748958587646,0.7827810049057007,0.016706109046936035,0.541228175163269,0.4972164034843445,0.04401177167892456,1,1,1
class_0036_seed1_a_photo_of_a_terrapin.png,0.530093252658844,0.5397427082061768,-0.009649455547332764,0.5647164583206177,0.5564941167831421,-0.008222341537475586,0.9653767943382263,0.9832485914230347,-0.01787179708480835,0,0,0
class_0037_seed0_a_photo_of_a_box_turtle.png,0.3160508871078491,0.3218919038772583,-0.00584101676940918,0.6162627935409546,0.6137458086013794,-0.0025169849395751953,0.6997880935668945,0.7081460952758789,-0.008358001708984375,0,0,0
class_0037_seed1_a_photo_of_a_box_turtle.png,0.6528300046920776,0.651756227016449,0.0010737776756286621,0.3611101508140564,0.3620893955230713,0.0009792447090148926,1.2917198538780212,1.2896668314933777,0.0020530223846435547,1,1,1
class_0038_seed0_a_photo_of_a_banded_gecko.png,0.47552570700645447,0.454198956489563,0.02132675051689148,0.5037106871604919,0.5413634777069092,0.037652790546417236,0.9718150198459625,0.9128354787826538,0.058979541063308716,1,1,1
class_0038_seed1_a_photo_of_a_banded_gecko.png,0.45543932914733887,0.43211549520492554,0.02332383394241333,0.5180739164352417,0.5393444299697876,0.0212705135345459,0.9373654127120972,0.8927710652351379,0.04459434747695923,1,1,1
class_0039_seed0_a_photo_of_a_common_iguana.png,0.8260200023651123,0.8262284398078918,-0.00020843744277954102,0.28683626651763916,0.28320038318634033,-0.003635883331298828,1.5391837358474731,1.5430280566215515,-0.003844320774078369,0,0,0
class_0039_seed1_a_photo_of_a_common_iguana.png,0.26156455278396606,0.26557114720344543,-0.00400659441947937,0.7703121900558472,0.7702890634536743,-2.3126602172851562e-05,0.4912523627281189,0.4952820837497711,-0.004029721021652222,0,0,0
class_0040_seed0_a_photo_of_a_American_chameleon.png,0.291800320148468,0.28727465867996216,0.004525661468505859,0.7217521071434021,0.7247300148010254,0.002977907657623291,0.5700482130050659,0.5625446438789368,0.00750356912612915,1,1,1
class_0040_seed1_a_photo_of_a_American_chameleon.png,0.16006219387054443,0.15900488197803497,0.0010573118925094604,0.8453787565231323,0.8481692671775818,0.002790510654449463,0.3146834373474121,0.3108356148004532,0.0038478225469589233,1,1,1
class_0041_seed0_a_photo_of_a_whiptail.png,0.4007887840270996,0.4011984169483185,-0.00040963292121887207,0.6458424925804138,0.6475296020507812,0.0016871094703674316,0.7549462914466858,0.7536688148975372,0.0012774765491485596,0,1,0
class_0041_seed1_a_photo_of_a_whiptail.png,0.37119126319885254,0.37391456961631775,-0.00272330641746521,0.7437509894371033,0.7417816519737244,-0.0019693374633789062,0.6274402737617493,0.6321329176425934,-0.004692643880844116,0,0,0
class_0042_seed0_a_photo_of_a_agama.png,0.5045645236968994,0.529283881187439,-0.02471935749053955,0.5252777934074402,0.5098035931587219,-0.015474200248718262,0.9792867302894592,1.019480288028717,-0.04019355773925781,0,0,0
class_0042_seed1_a_photo_of_a_agama.png,0.4268609881401062,0.4200992286205292,0.006761759519577026,0.6519503593444824,0.6569502353668213,0.004999876022338867,0.7749106287956238,0.7631489932537079,0.011761635541915894,1,1,1
class_0043_seed0_a_photo_of_a_frilled_lizard.png,0.5695331692695618,0.573411762714386,-0.0038785934448242188,0.4376698434352875,0.42907828092575073,-0.008591562509536743,1.1318633258342743,1.1443334817886353,-0.012470155954360962,0,0,0
class_0043_seed1_a_photo_of_a_frilled_lizard.png,0.3859797716140747,0.38787156343460083,-0.001891791820526123,0.6330816149711609,0.6335023641586304,0.0004207491874694824,0.7528981566429138,0.7543691992759705,-0.0014710426330566406,0,1,0
class_0044_seed0_a_photo_of_a_alligator_lizard.png,0.4930577874183655,0.4960135817527771,-0.002955794334411621,0.5194196701049805,0.5244531631469727,0.0050334930419921875,0.973638117313385,0.9715604186058044,0.0020776987075805664,0,1,0
class_0044_seed1_a_photo_of_a_alligator_lizard.png,0.2846411466598511,0.2848367393016815,-0.00019559264183044434,0.6925445795059204,0.6927651762962341,0.0002205967903137207,0.5920965671539307,0.5920715630054474,2.5004148483276367e-05,0,1,0
class_0045_seed0_a_photo_of_a_Gila_monster.png,0.4367719888687134,0.42550376057624817,0.01126822829246521,0.6009271144866943,0.624233067035675,0.023305952548980713,0.835844874382019,0.8012706935405731,0.03457418084144592,1,1,1
class_0045_seed1_a_photo_of_a_Gila_monster.png,0.30088910460472107,0.3105233907699585,-0.009634286165237427,0.7728066444396973,0.7616657018661499,-0.011140942573547363,0.5280824601650238,0.5488576889038086,-0.02077522873878479,0,0,0
class_0046_seed0_a_photo_of_a_green_lizard.png,0.5809375047683716,0.574083149433136,0.006854355335235596,0.43769142031669617,0.4392263889312744,0.001534968614578247,1.1432460844516754,1.1348567605018616,0.008389323949813843,1,1,1
class_0046_seed1_a_photo_of_a_green_lizard.png,0.3421934247016907,0.3479693531990051,-0.005775928497314453,0.6920754909515381,0.6892677545547485,-0.0028077363967895508,0.6501179337501526,0.6587015986442566,-0.008583664894104004,0,0,0
class_0047_seed0_a_photo_of_a_African_chameleon.png,0.7627736330032349,0.7645263075828552,-0.0017526745796203613,0.23337456583976746,0.2303309291601181,-0.003043636679649353,1.5293990671634674,1.5341953784227371,-0.004796311259269714,0,0,0
class_0047_seed1_a_photo_of_a_African_chameleon.png,0.33205288648605347,0.3405437767505646,-0.008490890264511108,0.6688985824584961,0.6620017290115356,-0.006896853446960449,0.6631543040275574,0.6785420477390289,-0.015387743711471558,0,0,0
class_0048_seed0_a_photo_of_a_Komodo_dragon.png,0.33054256439208984,0.3328637480735779,-0.002321183681488037,0.6766772270202637,0.6784433722496033,0.0017661452293395996,0.6538653373718262,0.6544203758239746,-0.0005550384521484375,0,1,0
class_0048_seed1_a_photo_of_a_Komodo_dragon.png,0.2731281518936157,0.2849109470844269,-0.011782795190811157,0.7519800066947937,0.7467548847198486,-0.005225121974945068,0.521148145198822,0.5381560623645782,-0.017007917165756226,0,0,0
class_0049_seed0_a_photo_of_a_African_crocodile.png,0.5532896518707275,0.5656077861785889,-0.012318134307861328,0.4452236592769623,0.4408441483974457,-0.0043795108795166016,1.1080659925937653,1.1247636377811432,-0.01669764518737793,0,0,0
class_0049_seed1_a_photo_of_a_African_crocodile.png,0.38321635127067566,0.3833453953266144,-0.0001290440559387207,0.6364295482635498,0.6485296487808228,0.01210010051727295,0.7467868030071259,0.7348157465457916,0.011971056461334229,0,1,0
class_0050_seed0_a_photo_of_a_American_alligator.png,0.48760396242141724,0.4868474304676056,0.0007565319538116455,0.5177202224731445,0.5160974264144897,-0.0016227960586547852,0.9698837399482727,0.9707500040531158,-0.0008662641048431396,1,0,0
class_0050_seed1_a_photo_of_a_American_alligator.png,0.447165310382843,0.4477950930595398,-0.0006297826766967773,0.5907413363456726,0.5928274989128113,0.002086162567138672,0.8564239740371704,0.8549675941467285,0.0014563798904418945,0,1,0
class_0051_seed0_a_photo_of_a_triceratops.png,0.6658608913421631,0.6524477005004883,0.013413190841674805,0.41021567583084106,0.417782723903656,0.007567048072814941,1.255645215511322,1.2346649765968323,0.020980238914489746,1,1,1
class_0051_seed1_a_photo_of_a_triceratops.png,0.433339387178421,0.43527013063430786,-0.0019307434558868408,0.5888433456420898,0.5928683280944824,0.004024982452392578,0.8444960415363312,0.8424018025398254,0.0020942389965057373,0,1,0
class_0052_seed0_a_photo_of_a_thunder_snake.png,0.6164277791976929,0.5913456082344055,0.025082170963287354,0.311062216758728,0.33983880281448364,0.028776586055755615,1.3053655624389648,1.2515068054199219,0.05385875701904297,1,1,1
class_0052_seed1_a_photo_of_a_thunder_snake.png,0.7380717396736145,0.7462542653083801,-0.008182525634765625,0.3842897415161133,0.3782479763031006,-0.006041765213012695,1.3537819981575012,1.3680062890052795,-0.01422429084777832,0,0,0
class_0053_seed0_a_photo_of_a_ringneck_snake.png,0.7724899053573608,0.7733235359191895,-0.0008336305618286133,0.35888153314590454,0.3414026200771332,-0.017478913068771362,1.4136083722114563,1.4319209158420563,-0.018312543630599976,0,0,0
class_0053_seed1_a_photo_of_a_ringneck_snake.png,0.6411307454109192,0.6439886093139648,-0.0028578639030456543,0.48875749111175537,0.4858905076980591,-0.002866983413696289,1.1523732542991638,1.1580981016159058,-0.005724847316741943,0,0,0
class_0054_seed0_a_photo_of_a_hognose_snake.png,0.5199140310287476,0.5242800116539001,-0.004365980625152588,0.4192938506603241,0.4192948341369629,9.834766387939453e-07,1.1006201803684235,1.1049851775169373,-0.004364997148513794,0,1,0
class_0054_seed1_a_photo_of_a_hognose_snake.png,0.44451794028282166,0.4477817118167877,-0.0032637715339660645,0.5837603807449341,0.5822248458862305,-0.0015355348587036133,0.8607575595378876,0.8655568659305573,-0.004799306392669678,0,0,0
class_0055_seed0_a_photo_of_a_green_snake.png,0.7289003133773804,0.7271439433097839,0.0017563700675964355,0.32408982515335083,0.3259333074092865,0.001843482255935669,1.4048104882240295,1.4012106359004974,0.0035998523235321045,1,1,1
class_0055_seed1_a_photo_of_a_green_snake.png,0.2065357267856598,0.22527016699314117,-0.018734440207481384,0.841443657875061,0.8229278922080994,-0.01851576566696167,0.36509206891059875,0.4023422747850418,-0.037250205874443054,0,0,0
class_0056_seed0_a_photo_of_a_king_snake.png,0.4764149487018585,0.47377312183380127,0.002641826868057251,0.49505072832107544,0.4784066379070282,-0.01664409041404724,0.9813642203807831,0.9953664839267731,-0.01400226354598999,1,0,0
class_0056_seed1_a_photo_of_a_king_snake.png,0.44442811608314514,0.44758081436157227,-0.003152698278427124,0.5600496530532837,0.5579410195350647,-0.002108633518218994,0.8843784630298615,0.8896397948265076,-0.005261331796646118,0,0,0
class_0057_seed0_a_photo_of_a_garter_snake.png,0.507541835308075,0.5054889917373657,0.0020528435707092285,0.43738001585006714,0.4368412494659424,-0.0005387663841247559,1.0701618194580078,1.0686477422714233,0.0015140771865844727,1,0,0
class_0057_seed1_a_photo_of_a_garter_snake.png,0.4624442756175995,0.461076021194458,0.0013682544231414795,0.6560173034667969,0.6583267450332642,0.002309441566467285,0.8064269721508026,0.8027492761611938,0.0036776959896087646,1,1,1
class_0058_seed0_a_photo_of_a_water_snake.png,0.3817254900932312,0.37219250202178955,0.00953298807144165,0.5663968920707703,0.5743218660354614,0.007924973964691162,0.8153285980224609,0.7978706359863281,0.017457962036132812,1,1,1
class_0058_seed1_a_photo_of_a_water_snake.png,0.37878498435020447,0.3782234191894531,0.0005615651607513428,0.6567851305007935,0.6512103080749512,-0.005574822425842285,0.721999853849411,0.727013111114502,-0.005013257265090942,1,0,0
class_0059_seed0_a_photo_of_a_vine_snake.png,0.23678916692733765,0.23353581130504608,0.003253355622291565,0.7508503198623657,0.7528541088104248,0.002003788948059082,0.4859388470649719,0.4806817024946213,0.005257144570350647,1,1,1
